"product","province","period","price1","price2","price3","year"
"A","11",2019-08-01,86.79,87.94,93.82,2019-01-01
"B","11",2019-08-01,129.09,129.03,121.38,2019-01-01
"C","11",2019-08-01,84.96,91.8,NA,2019-01-01
"D","11",2019-08-01,102.1,95.6,94.47,2019-01-01
"E","11",2019-08-01,103.57,101.77,104.81,2019-01-01
"F","11",2019-08-01,76.16,71.63,70.71,2019-01-01
"G","11",2019-08-01,134.26,127.97,126.24,2019-01-01
"H","11",2019-08-01,113.83,119.56,106.02,2019-01-01
"I","11",2019-08-01,160.99,158.73,153.74,2019-01-01
"A","12",2019-08-01,48.29,53.8,49.13,2019-01-01
"B","12",2019-08-01,271.02,278.03,267.29,2019-01-01
"C","12",2019-08-01,70.04,70.77,NA,2019-01-01
"D","12",2019-08-01,49.41,43.02,45.72,2019-01-01
"E","12",2019-08-01,114.92,111.5,122.78,2019-01-01
"F","12",2019-08-01,186.42,186.96,187.62,2019-01-01
"G","12",2019-08-01,92.09,100.43,97.78,2019-01-01
"H","12",2019-08-01,100.2,102.28,95.06,2019-01-01
"I","12",2019-08-01,95.49,96.89,96.01,2019-01-01
"A","13",2019-08-01,42.39,43.71,46.85,2019-01-01
"B","13",2019-08-01,64.97,59.68,69.69,2019-01-01
"C","13",2019-08-01,109.81,111.3,NA,2019-01-01
"D","13",2019-08-01,69.61,63.34,78.64,2019-01-01
"E","13",2019-08-01,148.08,142.15,141.01,2019-01-01
"F","13",2019-08-01,109.3,115.5,112.49,2019-01-01
"G","13",2019-08-01,108.38,115.13,113.35,2019-01-01
"H","13",2019-08-01,150.16,156.82,153.66,2019-01-01
"I","13",2019-08-01,170.31,172.01,177.68,2019-01-01
"A","24",2019-08-01,70.27,62.58,69.8,2019-01-01
"B","24",2019-08-01,98.11,91.47,97.15,2019-01-01
"C","24",2019-08-01,75.29,82.81,75.87,2019-01-01
"D","24",2019-08-01,91.79,86.6,99.63,2019-01-01
"E","24",2019-08-01,148.28,148.49,153.91,2019-01-01
"F","24",2019-08-01,79.57,87.11,84.08,2019-01-01
"G","24",2019-08-01,129.87,138,138.38,2019-01-01
"H","24",2019-08-01,135.8,130.31,136.46,2019-01-01
"I","24",2019-08-01,61.3,66.51,57.69,2019-01-01
"A","35",2019-08-01,65.88,63.35,70.52,2019-01-01
"B","35",2019-08-01,108.36,111.67,112.03,2019-01-01
"C","35",2019-08-01,107.83,110.03,113.74,2019-01-01
"D","35",2019-08-01,56.87,64.61,49.23,2019-01-01
"E","35",2019-08-01,147.62,142.93,147.69,2019-01-01
"F","35",2019-08-01,90.62,98.05,91,2019-01-01
"G","35",2019-08-01,102.08,102.41,99.04,2019-01-01
"H","35",2019-08-01,215.7,217.64,208.64,2019-01-01
"I","35",2019-08-01,315.7,315.96,315.55,2019-01-01
"A","46",2019-08-01,55.31,61.44,47.3,2019-01-01
"B","46",2019-08-01,89.23,96.51,95.51,2019-01-01
"C","46",2019-08-01,81.36,81.88,72.45,2019-01-01
"D","46",2019-08-01,70.94,67.53,74.58,2019-01-01
"E","46",2019-08-01,89,97.37,88.38,2019-01-01
"F","46",2019-08-01,107.33,106.37,99.67,2019-01-01
"G","46",2019-08-01,302.79,296.26,295.39,2019-01-01
"H","46",2019-08-01,89.29,81.42,97.04,2019-01-01
"I","46",2019-08-01,152.49,145.7,143.48,2019-01-01
"A","47",2019-08-01,47.64,51.62,51.38,2019-01-01
"B","47",2019-08-01,79.86,86.71,83.95,2019-01-01
"C","47",2019-08-01,136.55,131.56,139.82,2019-01-01
"D","47",2019-08-01,113.81,121.7,120,2019-01-01
"E","47",2019-08-01,90.2,92.64,93,2019-01-01
"F","47",2019-08-01,73.75,80.26,77.75,2019-01-01
"G","47",2019-08-01,45.45,45.16,40.45,2019-01-01
"H","47",2019-08-01,97.86,98.9,98.86,2019-01-01
"I","47",2019-08-01,107.21,102.09,114.3,2019-01-01
"A","48",2019-08-01,39.11,40.51,45.8,2019-01-01
"B","48",2019-08-01,87.35,83.17,82.03,2019-01-01
"C","48",2019-08-01,82.48,74,78.06,2019-01-01
"D","48",2019-08-01,82.32,86.74,81.28,2019-01-01
"E","48",2019-08-01,125.16,126.19,132.78,2019-01-01
"F","48",2019-08-01,119.05,110.05,120.2,2019-01-01
"G","48",2019-08-01,219.86,222.05,224.68,2019-01-01
"H","48",2019-08-01,108.85,116.63,103.5,2019-01-01
"I","48",2019-08-01,223,228.99,217.19,2019-01-01
"A","59",2019-08-01,47.61,55.78,48.39,2019-01-01
"B","59",2019-08-01,45.25,36.48,42.63,2019-01-01
"C","59",2019-08-01,131.84,128.76,124.22,2019-01-01
"D","59",2019-08-01,309.68,308.62,NA,2019-01-01
"E","59",2019-08-01,123.39,122.1,127.82,2019-01-01
"F","59",2019-08-01,76.45,81.06,NA,2019-01-01
"G","59",2019-08-01,48.28,42.33,47.98,2019-01-01
"H","59",2019-08-01,91.97,83.45,89.44,2019-01-01
"I","59",2019-08-01,70.7,78.59,73.3,2019-01-01
"A","10",2019-09-01,79.2,75.43,80.92,2019-01-01
"B","10",2019-09-01,153.39,154.68,155.69,2019-01-01
"C","10",2019-09-01,168.19,162.47,NA,2019-01-01
"D","10",2019-09-01,129.71,128.02,130.47,2019-01-01
"E","10",2019-09-01,98.72,105.21,98.51,2019-01-01
"F","10",2019-09-01,153.08,154.97,157.33,2019-01-01
"G","10",2019-09-01,160.32,163.8,166.32,2019-01-01
"H","10",2019-09-01,108.81,100.5,111.17,2019-01-01
"I","10",2019-09-01,84.76,85.29,82.54,2019-01-01
"A","11",2019-09-01,101.59,96.97,98.38,2019-01-01
"B","11",2019-09-01,125.96,118.27,122.05,2019-01-01
"C","11",2019-09-01,88.92,97.67,NA,2019-01-01
"D","11",2019-09-01,100.34,100.45,103.08,2019-01-01
"E","11",2019-09-01,117.9,123.61,123.56,2019-01-01
"F","11",2019-09-01,68.81,62.92,64.39,2019-01-01
"G","11",2019-09-01,114.65,108.84,120.87,2019-01-01
"H","11",2019-09-01,103.07,106.9,99.38,2019-01-01
"I","11",2019-09-01,155.76,146.76,152.06,2019-01-01
"A","12",2019-09-01,47.95,56.32,55.42,2019-01-01
"B","12",2019-09-01,245.03,238.19,246.1,2019-01-01
"C","12",2019-09-01,79.41,86.41,NA,2019-01-01
"D","12",2019-09-01,52.54,50.57,47.65,2019-01-01
"E","12",2019-09-01,112.97,105.55,116.83,2019-01-01
"F","12",2019-09-01,203.44,211.72,198.02,2019-01-01
"G","12",2019-09-01,87.95,84.06,95.3,2019-01-01
"H","12",2019-09-01,86.49,80,88.01,2019-01-01
"I","12",2019-09-01,101.76,98.78,96.8,2019-01-01
"A","13",2019-09-01,37.99,30.29,35.66,2019-01-01
"B","13",2019-09-01,76.91,71.95,72.53,2019-01-01
"C","13",2019-09-01,107.93,104.78,NA,2019-01-01
"D","13",2019-09-01,77.78,82.89,75.37,2019-01-01
"E","13",2019-09-01,140.49,133.18,136.99,2019-01-01
"F","13",2019-09-01,117.16,114.52,113.06,2019-01-01
"G","13",2019-09-01,111.61,120.66,112.21,2019-01-01
"H","13",2019-09-01,138.9,144.91,130.86,2019-01-01
"I","13",2019-09-01,190.62,190,195.44,2019-01-01
"A","24",2019-09-01,83.72,79.83,90.52,2019-01-01
"B","24",2019-09-01,109.09,113.43,116.2,2019-01-01
"C","24",2019-09-01,78.91,70.85,82.8,2019-01-01
"D","24",2019-09-01,82.4,74.54,79.02,2019-01-01
"E","24",2019-09-01,173.99,174.42,174.18,2019-01-01
"F","24",2019-09-01,69.31,65.04,64.52,2019-01-01
"G","24",2019-09-01,130.21,135.11,138.9,2019-01-01
"H","24",2019-09-01,116.8,113.02,110,2019-01-01
"I","24",2019-09-01,60.41,55.44,58.95,2019-01-01
"A","35",2019-09-01,60.46,66.38,53.23,2019-01-01
"B","35",2019-09-01,96.57,96.92,92.5,2019-01-01
"C","35",2019-09-01,114.38,107.66,117.81,2019-01-01
"D","35",2019-09-01,58.47,58.62,50.52,2019-01-01
"E","35",2019-09-01,153.64,160.92,157.1,2019-01-01
"F","35",2019-09-01,102.7,104.7,106.65,2019-01-01
"G","35",2019-09-01,117.4,118.14,118.34,2019-01-01
"H","35",2019-09-01,196.88,193.03,189.76,2019-01-01
"I","35",2019-09-01,307.57,304.61,313.6,2019-01-01
"A","46",2019-09-01,55.06,48.01,60.22,2019-01-01
"B","46",2019-09-01,77.93,71.73,78.58,2019-01-01
"C","46",2019-09-01,75.47,76.78,67.35,2019-01-01
"D","46",2019-09-01,73.29,72.84,79.66,2019-01-01
"E","46",2019-09-01,85.82,94.46,78.26,2019-01-01
"F","46",2019-09-01,110.36,102.24,116.96,2019-01-01
"G","46",2019-09-01,309.31,301.06,314.87,2019-01-01
"H","46",2019-09-01,96.08,92.6,103.55,2019-01-01
"I","46",2019-09-01,155.91,151.05,154.77,2019-01-01
"A","47",2019-09-01,42.5,41.92,37.14,2019-01-01
"B","47",2019-09-01,78.28,77.67,70.29,2019-01-01
"C","47",2019-09-01,156.58,152.35,157.38,2019-01-01
"D","47",2019-09-01,126.25,130.44,120.44,2019-01-01
"E","47",2019-09-01,106.27,104.69,102.71,2019-01-01
"F","47",2019-09-01,86.43,84.95,90.03,2019-01-01
"G","47",2019-09-01,50.3,48.88,43.05,2019-01-01
"H","47",2019-09-01,113.97,116.44,114.08,2019-01-01
"I","47",2019-09-01,96.38,89.09,95.66,2019-01-01
"A","48",2019-09-01,39.4,39.22,44.03,2019-01-01
"B","48",2019-09-01,89.84,85.61,85.99,2019-01-01
"C","48",2019-09-01,92.93,85.35,88.35,2019-01-01
"D","48",2019-09-01,94.14,87.58,87.51,2019-01-01
"E","48",2019-09-01,137.14,131.48,132.65,2019-01-01
"F","48",2019-09-01,135.96,136.75,127.19,2019-01-01
"G","48",2019-09-01,194.31,198.77,203,2019-01-01
"H","48",2019-09-01,94.42,100.99,97.23,2019-01-01
"I","48",2019-09-01,266.23,263.1,267.59,2019-01-01
"A","59",2019-09-01,52.13,50.86,48.21,2019-01-01
"B","59",2019-09-01,44.32,41.53,45.87,2019-01-01
"C","59",2019-09-01,151.77,158.42,159.35,2019-01-01
"D","59",2019-09-01,343.28,338.16,NA,2019-01-01
"E","59",2019-09-01,129.29,135.26,126.03,2019-01-01
"F","59",2019-09-01,84.57,86.11,NA,2019-01-01
"G","59",2019-09-01,46.44,40.22,53.49,2019-01-01
"H","59",2019-09-01,82.79,76.81,91.61,2019-01-01
"I","59",2019-09-01,70.68,63.73,64.18,2019-01-01
"A","10",2019-10-01,71.46,71.41,65.71,2019-01-01
"B","10",2019-10-01,170.13,177.99,172.41,2019-01-01
"C","10",2019-10-01,179.49,173.89,NA,2019-01-01
"D","10",2019-10-01,135.03,139.86,126.74,2019-01-01
"E","10",2019-10-01,93.69,98.77,91.48,2019-01-01
"F","10",2019-10-01,167.6,162.02,165.82,2019-01-01
"G","10",2019-10-01,175.64,171.57,179.46,2019-01-01
"H","10",2019-10-01,111.31,116.69,112.12,2019-01-01
"I","10",2019-10-01,99.89,105.38,101.7,2019-01-01
"A","11",2019-10-01,121.48,125.81,130.2,2019-01-01
"B","11",2019-10-01,130.27,128.41,132.94,2019-01-01
"C","11",2019-10-01,86.56,86.34,NA,2019-01-01
"D","11",2019-10-01,103.42,100.71,95.26,2019-01-01
"E","11",2019-10-01,136.7,129.14,130.6,2019-01-01
"F","11",2019-10-01,79.23,73.62,79.66,2019-01-01
"G","11",2019-10-01,110.39,117.33,117.41,2019-01-01
"H","11",2019-10-01,121.62,113.85,123.17,2019-01-01
"I","11",2019-10-01,158.92,151.21,154.68,2019-01-01
"A","12",2019-10-01,41.77,34.09,37.03,2019-01-01
"B","12",2019-10-01,227.46,222.22,236.26,2019-01-01
"C","12",2019-10-01,72.38,67.03,NA,2019-01-01
"D","12",2019-10-01,63.04,56.6,56.74,2019-01-01
"E","12",2019-10-01,114.89,116.44,108.06,2019-01-01
"F","12",2019-10-01,184.03,176.06,176.35,2019-01-01
"G","12",2019-10-01,97.45,102.98,96.99,2019-01-01
"H","12",2019-10-01,75.69,70.1,76.81,2019-01-01
"I","12",2019-10-01,95.8,103.27,94.36,2019-01-01
"A","13",2019-10-01,40.89,39.8,48.27,2019-01-01
"B","13",2019-10-01,83.66,89.87,88.51,2019-01-01
"C","13",2019-10-01,97.87,103.24,NA,2019-01-01
"D","13",2019-10-01,78,85.7,76.96,2019-01-01
"E","13",2019-10-01,119.89,111.9,110.95,2019-01-01
"F","13",2019-10-01,136.91,141.03,145.21,2019-01-01
"G","13",2019-10-01,105.8,109.48,113.06,2019-01-01
"H","13",2019-10-01,128.3,134.31,131.85,2019-01-01
"I","13",2019-10-01,168.38,170.53,164.52,2019-01-01
"A","24",2019-10-01,81.76,76.69,82.99,2019-01-01
"B","24",2019-10-01,128.35,121.02,125.19,2019-01-01
"C","24",2019-10-01,88.44,90.31,91.34,2019-01-01
"D","24",2019-10-01,90.03,87.04,98.51,2019-01-01
"E","24",2019-10-01,148.29,148.51,149.33,2019-01-01
"F","24",2019-10-01,70.48,73.53,63.72,2019-01-01
"G","24",2019-10-01,141.16,145.49,139.03,2019-01-01
"H","24",2019-10-01,100.18,94.1,104.9,2019-01-01
"I","24",2019-10-01,54.2,53.31,58.75,2019-01-01
"A","35",2019-10-01,70.74,65.34,67.67,2019-01-01
"B","35",2019-10-01,98.95,103.87,101.15,2019-01-01
"C","35",2019-10-01,124.12,126.53,129.6,2019-01-01
"D","35",2019-10-01,58.6,51.06,60.84,2019-01-01
"E","35",2019-10-01,165.53,158.86,170.72,2019-01-01
"F","35",2019-10-01,106.35,101.58,110.61,2019-01-01
"G","35",2019-10-01,119.96,116.82,122.74,2019-01-01
"H","35",2019-10-01,207.02,209.26,208.76,2019-01-01
"I","35",2019-10-01,344.02,346.03,338.56,2019-01-01
"A","46",2019-10-01,59.65,61.95,68.15,2019-01-01
"B","46",2019-10-01,75.52,78.72,67.36,2019-01-01
"C","46",2019-10-01,67.26,58.45,71.53,2019-01-01
"D","46",2019-10-01,65.48,63.29,69.42,2019-01-01
"E","46",2019-10-01,92.67,86.8,88.91,2019-01-01
"F","46",2019-10-01,127.12,120.44,125.48,2019-01-01
"G","46",2019-10-01,303.41,298.37,306.9,2019-01-01
"H","46",2019-10-01,88.57,86.56,79.84,2019-01-01
"I","46",2019-10-01,166.64,165.13,172.31,2019-01-01
"A","47",2019-10-01,42.37,50.09,44.58,2019-01-01
"B","47",2019-10-01,91.34,86.88,100.05,2019-01-01
"C","47",2019-10-01,159.69,150.71,166.29,2019-01-01
"D","47",2019-10-01,116.72,112.74,109.49,2019-01-01
"E","47",2019-10-01,117.49,120.97,111.73,2019-01-01
"F","47",2019-10-01,75.64,66.59,76.37,2019-01-01
"G","47",2019-10-01,49.89,55.33,52.46,2019-01-01
"H","47",2019-10-01,118.7,120.08,118.23,2019-01-01
"I","47",2019-10-01,104.38,102.66,112.59,2019-01-01
"A","48",2019-10-01,42.91,34.88,49.86,2019-01-01
"B","48",2019-10-01,98.5,100.67,105.76,2019-01-01
"C","48",2019-10-01,82.72,76.19,84.45,2019-01-01
"D","48",2019-10-01,83.49,87.38,77.33,2019-01-01
"E","48",2019-10-01,134.01,132.5,128.66,2019-01-01
"F","48",2019-10-01,119.35,123.14,113.4,2019-01-01
"G","48",2019-10-01,181.87,190.05,176.59,2019-01-01
"H","48",2019-10-01,112.7,119.19,119.82,2019-01-01
"I","48",2019-10-01,286.73,293.16,279.45,2019-01-01
"A","59",2019-10-01,54.05,57.93,47.51,2019-01-01
"B","59",2019-10-01,41.76,42.07,36.95,2019-01-01
"C","59",2019-10-01,162.98,155.76,158.29,2019-01-01
"D","59",2019-10-01,294.52,290.14,NA,2019-01-01
"E","59",2019-10-01,122.39,113.64,124.89,2019-01-01
"F","59",2019-10-01,89.94,94.39,NA,2019-01-01
"G","59",2019-10-01,48.4,46.24,55.85,2019-01-01
"H","59",2019-10-01,77.56,74.38,75.07,2019-01-01
"I","59",2019-10-01,71.32,76.57,64.57,2019-01-01
"A","10",2019-11-01,64.92,62.89,73.41,2019-01-01
"B","10",2019-11-01,196.11,201.97,189.86,2019-01-01
"C","10",2019-11-01,170.78,171.39,NA,2019-01-01
"D","10",2019-11-01,127.83,136.8,129.63,2019-01-01
"E","10",2019-11-01,88.92,86.74,86.99,2019-01-01
"F","10",2019-11-01,176.71,167.86,183.73,2019-01-01
"G","10",2019-11-01,169.47,168.16,163.92,2019-01-01
"H","10",2019-11-01,103,95.33,94.16,2019-01-01
"I","10",2019-11-01,108.05,110.56,111.61,2019-01-01
"A","11",2019-11-01,121.43,118.53,126.87,2019-01-01
"B","11",2019-11-01,137.99,143.69,136.82,2019-01-01
"C","11",2019-11-01,90.92,98.48,NA,2019-01-01
"D","11",2019-11-01,118.14,111.9,122.67,2019-01-01
"E","11",2019-11-01,148.63,148,157.03,2019-01-01
"F","11",2019-11-01,78.26,70.78,82.69,2019-01-01
"G","11",2019-11-01,130.62,128.62,124.77,2019-01-01
"H","11",2019-11-01,117.57,121.75,120.02,2019-01-01
"I","11",2019-11-01,153.56,146.95,145.31,2019-01-01
"A","12",2019-11-01,39.07,43.91,32.87,2019-01-01
"B","12",2019-11-01,241.28,244.94,241.05,2019-01-01
"C","12",2019-11-01,82.96,90.09,NA,2019-01-01
"D","12",2019-11-01,67.18,76.12,75.05,2019-01-01
"E","12",2019-11-01,124.29,127.31,122.85,2019-01-01
"F","12",2019-11-01,170.12,177.12,171.56,2019-01-01
"G","12",2019-11-01,97.89,94.96,97.87,2019-01-01
"H","12",2019-11-01,73.01,76.25,81.13,2019-01-01
"I","12",2019-11-01,103.52,97.65,112.48,2019-01-01
"A","13",2019-11-01,48.91,46.3,46.85,2019-01-01
"B","13",2019-11-01,83.76,80.33,88.47,2019-01-01
"C","13",2019-11-01,104.73,96.65,NA,2019-01-01
"D","13",2019-11-01,73.71,74.06,66.54,2019-01-01
"E","13",2019-11-01,119.88,113.51,113.24,2019-01-01
"F","13",2019-11-01,125.49,129.42,119.59,2019-01-01
"G","13",2019-11-01,123.52,131.66,122.96,2019-01-01
"H","13",2019-11-01,136.11,129.56,136.6,2019-01-01
"I","13",2019-11-01,156.12,149.49,155.03,2019-01-01
"A","24",2019-11-01,72,68.77,72.58,2019-01-01
"B","24",2019-11-01,114.78,106.1,106.13,2019-01-01
"C","24",2019-11-01,81.93,84.72,79.03,2019-01-01
"D","24",2019-11-01,93.83,87.37,99.69,2019-01-01
"E","24",2019-11-01,173.36,164.99,173.37,2019-01-01
"F","24",2019-11-01,62.76,61.3,61.93,2019-01-01
"G","24",2019-11-01,156.81,163.9,150.06,2019-01-01
"H","24",2019-11-01,100.07,96.71,108.03,2019-01-01
"I","24",2019-11-01,57.81,62.62,58.46,2019-01-01
"A","35",2019-11-01,65.38,72.36,62.98,2019-01-01
"B","35",2019-11-01,94.19,91.98,91.36,2019-01-01
"C","35",2019-11-01,129.01,128.75,137.6,2019-01-01
"D","35",2019-11-01,59.29,67.61,62.64,2019-01-01
"E","35",2019-11-01,195.57,197.53,190.21,2019-01-01
"F","35",2019-11-01,113.18,116.87,117.87,2019-01-01
"G","35",2019-11-01,138.47,147.45,132.69,2019-01-01
"H","35",2019-11-01,208.49,210.25,213.58,2019-01-01
"I","35",2019-11-01,340.63,339.05,334.91,2019-01-01
"A","46",2019-11-01,63.83,57.32,64.37,2019-01-01
"B","46",2019-11-01,66.19,62.63,62.19,2019-01-01
"C","46",2019-11-01,68.56,62.06,69.43,2019-01-01
"D","46",2019-11-01,68.5,70.65,67.3,2019-01-01
"E","46",2019-11-01,100.64,99.12,102.47,2019-01-01
"F","46",2019-11-01,116.85,114.71,121.9,2019-01-01
"G","46",2019-11-01,325.24,331.39,333.52,2019-01-01
"H","46",2019-11-01,92.56,91.12,95.13,2019-01-01
"I","46",2019-11-01,165.25,172.69,165.23,2019-01-01
"A","47",2019-11-01,49.28,48.91,57.15,2019-01-01
"B","47",2019-11-01,106.03,107.71,101.39,2019-01-01
"C","47",2019-11-01,178.39,175.97,181.49,2019-01-01
"D","47",2019-11-01,119.84,118.06,114.89,2019-01-01
"E","47",2019-11-01,139.25,141.66,146.42,2019-01-01
"F","47",2019-11-01,71.89,74.21,73.82,2019-01-01
"G","47",2019-11-01,57.95,57.51,51.65,2019-01-01
"H","47",2019-11-01,122.62,123.52,125.41,2019-01-01
"I","47",2019-11-01,111.85,119.28,105.83,2019-01-01
"A","48",2019-11-01,39.94,32.56,32.8,2019-01-01
"B","48",2019-11-01,108.39,111.52,101.97,2019-01-01
"C","48",2019-11-01,94.71,101.28,90.24,2019-01-01
"D","48",2019-11-01,79.44,81.24,78.1,2019-01-01
"E","48",2019-11-01,150.25,144.31,150.71,2019-01-01
"F","48",2019-11-01,109.78,105.72,114.8,2019-01-01
"G","48",2019-11-01,215.4,211.53,223.27,2019-01-01
"H","48",2019-11-01,103.74,103.44,104.1,2019-01-01
"I","48",2019-11-01,342.39,345.36,336.18,2019-01-01
"A","59",2019-11-01,60.46,60.76,65.78,2019-01-01
"B","59",2019-11-01,39.17,45.2,46.04,2019-01-01
"C","59",2019-11-01,152.25,148.12,144.11,2019-01-01
"D","59",2019-11-01,253.68,247.34,NA,2019-01-01
"E","59",2019-11-01,145.39,149.03,143.51,2019-01-01
"F","59",2019-11-01,81.6,72.76,NA,2019-01-01
"G","59",2019-11-01,47.47,38.63,43.16,2019-01-01
"H","59",2019-11-01,87.05,80.53,85.26,2019-01-01
"I","59",2019-11-01,73.25,69.07,64.92,2019-01-01
"A","10",2019-12-01,64.46,70.41,55.71,2019-01-01
"B","10",2019-12-01,191.3,184.6,191,2019-01-01
"C","10",2019-12-01,176,178.44,NA,2019-01-01
"D","10",2019-12-01,136.56,143.78,129.69,2019-01-01
"E","10",2019-12-01,94.07,98.25,86.26,2019-01-01
"F","10",2019-12-01,170.44,163.91,176.03,2019-01-01
"G","10",2019-12-01,164.86,171.78,170.92,2019-01-01
"H","10",2019-12-01,103.82,98.16,95.29,2019-01-01
"I","10",2019-12-01,95.25,86.86,102.19,2019-01-01
"A","11",2019-12-01,136.78,134.87,137.1,2019-01-01
"B","11",2019-12-01,150.43,155.34,149.65,2019-01-01
"C","11",2019-12-01,104.26,101.99,NA,2019-01-01
"D","11",2019-12-01,114.14,117.52,110.72,2019-01-01
"E","11",2019-12-01,150.65,158.54,145.13,2019-01-01
"F","11",2019-12-01,75.81,70.12,84.3,2019-01-01
"G","11",2019-12-01,150.43,144.22,150.57,2019-01-01
"H","11",2019-12-01,108.18,114.94,105.65,2019-01-01
"I","11",2019-12-01,161.14,153.41,152.89,2019-01-01
"A","12",2019-12-01,45.02,47.61,52.71,2019-01-01
"B","12",2019-12-01,258.91,267.53,253.72,2019-01-01
"C","12",2019-12-01,93.86,85.78,NA,2019-01-01
"D","12",2019-12-01,60.55,61.6,65.69,2019-01-01
"E","12",2019-12-01,130.19,127.92,133.33,2019-01-01
"F","12",2019-12-01,166.41,172.08,172.25,2019-01-01
"G","12",2019-12-01,111.14,117.43,102.25,2019-01-01
"H","12",2019-12-01,65.47,58.72,67.72,2019-01-01
"I","12",2019-12-01,124.1,114.99,132.15,2019-01-01
"A","13",2019-12-01,43.38,39.33,43.91,2019-01-01
"B","13",2019-12-01,89.48,84.23,86.83,2019-01-01
"C","13",2019-12-01,104.66,105.4,NA,2019-01-01
"D","13",2019-12-01,77.63,75.79,83.46,2019-01-01
"E","13",2019-12-01,106.04,97.66,103.27,2019-01-01
"F","13",2019-12-01,120.93,116.61,122.21,2019-01-01
"G","13",2019-12-01,122.12,127.62,125.91,2019-01-01
"H","13",2019-12-01,147.49,148.53,153.07,2019-01-01
"I","13",2019-12-01,175.02,172.36,171.54,2019-01-01
"A","24",2019-12-01,61.46,54.56,55.7,2019-01-01
"B","24",2019-12-01,134.51,138.27,125.85,2019-01-01
"C","24",2019-12-01,75.76,71.26,70.3,2019-01-01
"D","24",2019-12-01,80.48,74.67,87.17,2019-01-01
"E","24",2019-12-01,200.6,197.29,197.29,2019-01-01
"F","24",2019-12-01,58.85,59.38,64.49,2019-01-01
"G","24",2019-12-01,156.69,149.79,154.94,2019-01-01
"H","24",2019-12-01,94.42,100.6,90.41,2019-01-01
"I","24",2019-12-01,54.64,58.67,50.56,2019-01-01
"A","35",2019-12-01,72.69,66.82,72.76,2019-01-01
"B","35",2019-12-01,89.63,91.6,86.98,2019-01-01
"C","35",2019-12-01,128.81,127.17,130.09,2019-01-01
"D","35",2019-12-01,59.72,57.66,57.19,2019-01-01
"E","35",2019-12-01,218.13,214.78,217.54,2019-01-01
"F","35",2019-12-01,99.97,102.18,102.99,2019-01-01
"G","35",2019-12-01,157.43,154.75,165.4,2019-01-01
"H","35",2019-12-01,234.57,234.05,236.23,2019-01-01
"I","35",2019-12-01,313.89,313.18,309.74,2019-01-01
"A","46",2019-12-01,57.7,66.62,49.45,2019-01-01
"B","46",2019-12-01,61.05,57.51,56.86,2019-01-01
"C","46",2019-12-01,74.1,76.94,81.7,2019-01-01
"D","46",2019-12-01,62.65,60.5,65.43,2019-01-01
"E","46",2019-12-01,108.44,103.23,117.18,2019-01-01
"F","46",2019-12-01,135.1,142.34,141.29,2019-01-01
"G","46",2019-12-01,337.41,329.02,334.18,2019-01-01
"H","46",2019-12-01,105,112.61,112.82,2019-01-01
"I","46",2019-12-01,193.79,197.46,201.36,2019-01-01
"A","47",2019-12-01,49.55,43.46,55.62,2019-01-01
"B","47",2019-12-01,112.12,111.85,112.74,2019-01-01
"C","47",2019-12-01,155.52,159.73,150.12,2019-01-01
"D","47",2019-12-01,129.43,133.08,129.63,2019-01-01
"E","47",2019-12-01,143.61,147.87,142.83,2019-01-01
"F","47",2019-12-01,80.61,88.41,74.57,2019-01-01
"G","47",2019-12-01,67.98,66.92,61.91,2019-01-01
"H","47",2019-12-01,125.89,120.36,133.99,2019-01-01
"I","47",2019-12-01,108.22,109.3,115.9,2019-01-01
"A","48",2019-12-01,43.7,42.27,50.01,2019-01-01
"B","48",2019-12-01,95.81,100.4,92.1,2019-01-01
"C","48",2019-12-01,105.38,112.01,114.06,2019-01-01
"D","48",2019-12-01,78.95,73,75.61,2019-01-01
"E","48",2019-12-01,178.9,185.56,173.25,2019-01-01
"F","48",2019-12-01,106.82,107.53,105.45,2019-01-01
"G","48",2019-12-01,202.15,198.43,194.65,2019-01-01
"H","48",2019-12-01,90.25,86.99,98.36,2019-01-01
"I","48",2019-12-01,353.49,346.9,345.73,2019-01-01
"A","59",2019-12-01,66.15,69.44,59.14,2019-01-01
"B","59",2019-12-01,37.33,41.1,32.38,2019-01-01
"C","59",2019-12-01,171,165.93,170.92,2019-01-01
"D","59",2019-12-01,269.08,266.11,NA,2019-01-01
"E","59",2019-12-01,153.72,156.22,147.88,2019-01-01
"F","59",2019-12-01,73.25,67.24,NA,2019-01-01
"G","59",2019-12-01,53.07,47.39,57.85,2019-01-01
"H","59",2019-12-01,80.65,75.47,78.7,2019-01-01
"I","59",2019-12-01,70.6,66.95,68.07,2019-01-01
