"","ea","period","price1","price2","price3","basket"
"2113","24G","201911",145.14,147.09,139.74,"2019"
"2114","24H","201911",131.34,142.19,152.54,"2019"
"2115","24I","201911",61.29,58.22,60.14,"2019"
"2116","35A","201911",76.81,73.38,78.93,"2019"
"2117","35B","201911",98.78,92.98,85.22,"2019"
"2118","35C","201911",102.13,105.45,110.85,"2019"
"2119","35D","201911",48.49,46.21,45.99,"2019"
"2120","35E","201911",128.86,139.9,139.01,"2019"
"2121","35F","201911",73.43,82.31,74.1,"2019"
"2122","35G","201911",96.15,88.87,88.2,"2019"
"2123","35H","201911",167.39,189.99,183.11,"2019"
"2124","35I","201911",276.52,284.38,276.74,"2019"
"2125","46A","201911",48.58,48.46,51.91,"2019"
"2126","46B","201911",72.63,75.7,62.45,"2019"
"2127","46C","201911",82.38,76.45,68.11,"2019"
"2128","46D","201911",57.54,64.01,54.11,"2019"
"2129","46E","201911",83.21,98.63,82.19,"2019"
"2130","46F","201911",97.72,94.37,94.67,"2019"
"2131","46G","201911",276.01,322.66,301.06,"2019"
"2132","46H","201911",74.63,87.07,79.88,"2019"
"2133","46I","201911",174.23,150.02,173.4,"2019"
"2134","47A","201911",41.96,40.24,41.51,"2019"
"2135","47B","201911",101.49,107.29,97.71,"2019"
"2136","47C","201911",156.96,143.7,147.5,"2019"
"2137","47D","201911",138.91,151.41,132.79,"2019"
"2138","47E","201911",90.45,108.08,92.71,"2019"
"2139","47F","201911",72.74,78.37,82.79,"2019"
"2140","47G","201911",35.58,40.8,36.97,"2019"
"2141","47H","201911",105.39,99.93,103.37,"2019"
"2142","47I","201911",102.26,93.94,103.37,"2019"
"2143","48A","201911",38.46,38.02,41.29,"2019"
"2144","48B","201911",105.39,98.86,108,"2019"
"2145","48C","201911",92.71,88.5,88.93,"2019"
"2146","48D","201911",81.54,71.46,75.15,"2019"
"2147","48E","201911",168.27,141.44,157.52,"2019"
"2148","48F","201911",106.76,114.89,105.78,"2019"
"2149","48G","201911",217.48,217.15,200.46,"2019"
"2150","48H","201911",105.17,106.62,95,"2019"
"2151","48I","201911",314,323.11,343.01,"2019"
"2152","59A","201911",46.79,48.84,55.27,"2019"
"2153","59B","201911",33.44,33.13,NA,"2019"
"2154","59C","201911",122.71,116.87,115.38,"2019"
"2155","59D","201911",297.19,299.27,301.24,"2019"
"2156","59E","201911",126.74,123.65,123.4,"2019"
"2157","59F","201911",70.6,64.65,56.73,"2019"
"2158","59G","201911",31.77,30.57,36.3,"2019"
"2159","59H","201911",64.66,63.93,63.16,"2019"
"2160","59I","201911",54.86,47.97,52.99,"2019"
"2161","10A","201912",68.94,74.73,67,"2019"
"2162","10B","201912",172.49,176.33,169.61,"2019"
"2163","10C","201912",196.88,183.47,200.92,"2019"
"2164","10D","201912",149.7,145.15,146.29,"2019"
"2165","10E","201912",87.28,90.6,89.75,"2019"
"2166","10F","201912",138.07,140.69,144.53,"2019"
"2167","10G","201912",202.88,198.36,204.48,"2019"
"2168","10H","201912",111.34,110.33,112.59,"2019"
"2169","10I","201912",89.34,90.67,86.92,"2019"
"2170","11A","201912",90.03,93.38,94.99,"2019"
"2171","11B","201912",155.26,152.43,155.96,"2019"
"2172","11C","201912",91.45,96.63,93.36,"2019"
"2173","11D","201912",112.68,111.61,109.36,"2019"
"2174","11E","201912",120.53,125.17,122.35,"2019"
"2175","11F","201912",66.15,67.45,68.71,"2019"
"2176","11G","201912",116.49,109.93,115.34,"2019"
"2177","11H","201912",111.11,103.83,109.28,"2019"
"2178","11I","201912",154.54,156.24,148.43,"2019"
"2179","12A","201912",38.25,39.83,38.76,"2019"
"2180","12B","201912",326.47,330.43,318.48,"2019"
"2181","12C","201912",71.97,76.36,74.43,"2019"
"2182","12D","201912",49.39,48.26,46.52,"2019"
"2183","12E","201912",114.94,109.54,112.79,"2019"
"2184","12F","201912",186.58,194.07,185.16,"2019"
"2185","12G","201912",90.94,81.8,84.8,"2019"
"2186","12H","201912",83.76,85.38,82.27,"2019"
"2187","12I","201912",100.65,101.87,102.29,"2019"
"2188","13A","201912",33.94,33.63,33.39,"2019"
"2189","13B","201912",56.14,55.91,56.92,"2019"
"2190","13C","201912",99.35,98.21,99.63,"2019"
"2191","13D","201912",69.49,66.03,70.25,"2019"
"2192","13E","201912",125.87,128.41,133.7,"2019"
"2193","13F","201912",117.93,119.2,116.65,"2019"
"2194","13G","201912",114.85,112.39,108.63,"2019"
"2195","13H","201912",150.67,156.59,158.06,"2019"
"2196","13I","201912",172.6,167.24,166.48,"2019"
"2197","24A","201912",59.18,67.41,69.26,"2019"
"2198","24B","201912",116.62,106.12,115.77,"2019"
"2199","24C","201912",63.58,67.82,72.19,"2019"
"2200","24D","201912",85.35,86.41,76.93,"2019"
"2201","24E","201912",192.64,172.97,202.68,"2019"
"2202","24F","201912",60.19,60.51,59.86,"2019"
"2203","24G","201912",138.48,114.7,121.95,"2019"
"2204","24H","201912",125.95,117.68,125.52,"2019"
"2205","24I","201912",48.22,54.31,50.11,"2019"
"2206","35A","201912",100.33,96.62,98.08,"2019"
"2207","35B","201912",144.16,135.02,143.99,"2019"
"2208","35C","201912",162.15,184.46,164.36,"2019"
"2209","35D","201912",61.74,69.06,68.37,"2019"
"2210","35E","201912",218.42,221.58,198.92,"2019"
"2211","35F","201912",104.34,105.09,95.87,"2019"
"2212","35G","201912",139.27,150.38,145.52,"2019"
"2213","35H","201912",294.7,266.68,281.32,"2019"
"2214","35I","201912",432.54,419.28,426.53,"2019"
"2215","46A","201912",59.55,48.2,50.76,"2019"
"2216","46B","201912",65.02,64.99,69.1,"2019"
"2217","46C","201912",69.03,74.9,75.18,"2019"
"2218","46D","201912",58.96,59.52,52.92,"2019"
"2219","46E","201912",86.01,89.97,85.66,"2019"
"2220","46F","201912",112.99,93.17,89.95,"2019"
"2221","46G","201912",294.27,337.9,303.68,"2019"
"2222","46H","201912",78.31,78.81,84.47,"2019"
"2223","46I","201912",169.46,154.23,155.33,"2019"
"2224","47A","201912",39.79,38.74,39.48,"2019"
"2225","47B","201912",108.77,124.08,111.27,"2019"
"2226","47C","201912",149.78,145.87,169.34,"2019"
"2227","47D","201912",150.9,148.04,152.11,"2019"
"2228","47E","201912",101.82,100.74,105.39,"2019"
"2229","47F","201912",107.01,92.54,78.9,"2019"
"2230","47G","201912",34.4,45.09,34.56,"2019"
"2231","47H","201912",121.12,113.5,112.36,"2019"
"2232","47I","201912",96.03,107.02,106.17,"2019"
"2233","48A","201912",41.27,36.76,33.99,"2019"
"2234","48B","201912",116.03,103.3,111.18,"2019"
"2235","48C","201912",95.38,97.25,100.32,"2019"
"2236","48D","201912",71.97,79.13,79.24,"2019"
"2237","48E","201912",176.28,180.13,165.81,"2019"
"2238","48F","201912",128.57,112.53,121.47,"2019"
"2239","48G","201912",242.67,233.29,222.84,"2019"
"2240","48H","201912",103.3,110.1,111.24,"2019"
"2241","48I","201912",316.81,321.99,383.22,"2019"
"2242","59A","201912",67.23,66.62,67.99,"2019"
"2243","59B","201912",37.5,43.91,NA,"2019"
"2244","59C","201912",168.42,161.97,148.96,"2019"
"2245","59D","201912",449.35,495.45,479.72,"2019"
"2246","59E","201912",173.18,169.37,189.99,"2019"
"2247","59F","201912",80.69,83.37,86.53,"2019"
"2248","59G","201912",42.24,37.97,39.77,"2019"
"2249","59H","201912",89.08,89.1,97.3,"2019"
"2250","59I","201912",68.38,74.52,84.17,"2019"
